"STOCK"	"BID"	"ASK"	"LTP"	"VOLUME"	"TRENDVALUE"	"TIME"
"NQ"	7189.25	7189.5	7189.25	554573	-1	07-NOV-18 03.25.20.794 PM
"NQ"	7191.75	7192.25	7192	554791	0	07-NOV-18 03.25.50.987 PM
"NQ"	7191	7191.5	7191	554993	-1	07-NOV-18 03.26.20.881 PM
"NQ"	7191.5	7191.75	7191.5	555095	-1	07-NOV-18 03.26.50.867 PM
"NQ"	7190.75	7191.25	7191	555311	0	07-NOV-18 03.27.20.830 PM
"NQ"	7191.25	7191.75	7191.5	555647	0	07-NOV-18 03.27.51.055 PM
"NQ"	7189.75	7190	7190	556180	1	07-NOV-18 03.28.20.843 PM
"NQ"	7189.25	7189.75	7189.5	556514	0	07-NOV-18 03.28.50.929 PM
"NQ"	7189.25	7189.75	7189.5	556714	0	07-NOV-18 03.29.20.817 PM
"NQ"	7187.75	7188	7187.75	556904	-1	07-NOV-18 03.29.50.911 PM
"NQ"	7188.75	7189	7188.75	557102	-1	07-NOV-18 03.30.20.899 PM
"NQ"	7187.25	7187.5	7187.25	557425	-1	07-NOV-18 03.30.50.907 PM
"NQ"	7185.75	7186	7185.75	557669	-1	07-NOV-18 03.31.20.875 PM
"NQ"	7186.5	7187	7186.75	557821	0	07-NOV-18 03.31.50.888 PM
"NQ"	7185.75	7186.25	7186	558003	0	07-NOV-18 03.32.20.887 PM
"NQ"	7185.75	7186.25	7186	558246	0	07-NOV-18 03.32.50.873 PM
"NQ"	7186	7186.25	7186.5	558451	1	07-NOV-18 03.33.20.839 PM
"NQ"	7187.25	7187.75	7187.5	558699	0	07-NOV-18 03.33.50.932 PM
"NQ"	7186	7186.5	7186.25	558851	0	07-NOV-18 03.34.20.879 PM
"NQ"	7187.5	7187.75	7187.75	558970	1	07-NOV-18 03.34.50.881 PM
"NQ"	7190.25	7190.75	7190.5	559463	0	07-NOV-18 03.35.20.878 PM
"NQ"	7192.25	7192.75	7192.5	559984	0	07-NOV-18 03.35.50.871 PM
"NQ"	7191.75	7192	7192	560470	1	07-NOV-18 03.36.20.862 PM
"NQ"	7190.5	7190.75	7190.5	560843	-1	07-NOV-18 03.36.50.948 PM
"NQ"	7187.75	7188.25	7188	561222	0	07-NOV-18 03.37.20.841 PM
"NQ"	7188.5	7189	7189	561422	1	07-NOV-18 03.37.50.910 PM
"NQ"	7189.5	7190	7189.75	561585	0	07-NOV-18 03.38.20.891 PM
"NQ"	7188.5	7188.75	7188.75	561712	1	07-NOV-18 03.38.51.880 PM
"NQ"	7191.5	7191.75	7191.5	561896	-1	07-NOV-18 03.39.21.857 PM
"NQ"	7191.5	7191.75	7191.5	562163	-1	07-NOV-18 03.39.51.928 PM
"NQ"	7190.25	7190.5	7190.5	562499	1	07-NOV-18 03.40.21.829 PM
"NQ"	7192.75	7193	7192.75	562735	-1	07-NOV-18 03.40.51.910 PM
"NQ"	7193	7193.25	7193.25	563137	1	07-NOV-18 03.41.21.891 PM
"NQ"	7193.5	7194	7193.75	563459	0	07-NOV-18 03.41.47.862 PM
"NQ"	7193.5	7194	7193.75	563527	0	07-NOV-18 03.41.48.964 PM
"NQ"	7194.75	7195.25	7194.75	563641	-1	07-NOV-18 03.41.55.896 PM
"NQ"	7194.75	7195.25	7194.75	563918	-1	07-NOV-18 03.41.57.889 PM
"NQ"	7195.5	7195.75	7196	564085	1	07-NOV-18 03.42.08.825 PM
"NQ"	7195.5	7195.75	7196	564165	1	07-NOV-18 03.42.09.842 PM
"NQ"	7195.75	7196.25	7196	564474	0	07-NOV-18 03.42.22.862 PM
"NQ"	7196	7196.25	7196.25	564697	1	07-NOV-18 03.42.44.821 PM
"NQ"	7196.75	7197	7196.75	564747	-1	07-NOV-18 03.42.45.925 PM
"NQ"	7194.75	7195	7195	565296	1	07-NOV-18 03.43.15.814 PM
"NQ"	7196.25	7196.5	7196.5	566008	1	07-NOV-18 03.43.45.860 PM
"NQ"	7195.75	7196	7196	566252	1	07-NOV-18 03.44.15.840 PM
"NQ"	7196.5	7196.75	7196.5	566650	-1	07-NOV-18 03.44.45.831 PM
"NQ"	7195.75	7196	7196	567268	1	07-NOV-18 03.45.15.830 PM
"NQ"	7195	7195.5	7195.25	567507	0	07-NOV-18 03.45.46.460 PM
"NQ"	7195	7195.25	7195.25	567796	1	07-NOV-18 03.46.15.913 PM
"NQ"	7193.5	7194	7193.75	568159	0	07-NOV-18 03.46.45.895 PM
"NQ"	7191.75	7192	7191.75	569844	-1	07-NOV-18 03.47.15.834 PM
"NQ"	7192.25	7192.5	7192.5	570134	1	07-NOV-18 03.47.45.922 PM
"NQ"	7192.5	7193	7192.75	570290	0	07-NOV-18 03.48.15.827 PM
"NQ"	7194.75	7195.25	7195.25	570563	1	07-NOV-18 03.48.45.902 PM
"NQ"	7195	7195.25	7195	570716	-1	07-NOV-18 03.49.16.767 PM
"NQ"	7196	7196.25	7196.25	570994	1	07-NOV-18 03.49.45.883 PM
"NQ"	7193.25	7193.5	7193.25	571304	-1	07-NOV-18 03.50.15.904 PM
"NQ"	7192.25	7192.75	7192.5	571516	0	07-NOV-18 03.50.45.851 PM
"NQ"	7193.5	7194	7194	571785	1	07-NOV-18 03.51.15.852 PM
"NQ"	7195	7195.25	7195	571991	-1	07-NOV-18 03.51.45.909 PM
"NQ"	7193.5	7193.75	7193.25	572371	-1	07-NOV-18 03.52.15.894 PM
"NQ"	7193.25	7193.5	7193.25	572774	-1	07-NOV-18 03.52.45.885 PM
"NQ"	7192.25	7192.5	7192.5	573087	1	07-NOV-18 03.53.15.827 PM
"NQ"	7190.25	7190.75	7190.25	573430	-1	07-NOV-18 03.53.45.916 PM
"NQ"	7190	7190.5	7190.25	574184	0	07-NOV-18 03.54.15.813 PM
"NQ"	7190.75	7191	7190.75	574559	-1	07-NOV-18 03.54.45.900 PM
"NQ"	7195.5	7195.75	7195.75	575392	1	07-NOV-18 03.55.15.889 PM
"NQ"	7193.5	7193.75	7193.75	575762	1	07-NOV-18 03.55.45.883 PM
"NQ"	7191.75	7192	7191.75	575981	-1	07-NOV-18 03.56.15.886 PM
"NQ"	7193.5	7193.75	7193.75	576264	1	07-NOV-18 03.56.45.883 PM
"NQ"	7194.5	7194.75	7194.5	576474	-1	07-NOV-18 03.57.15.883 PM
"NQ"	7192.5	7192.75	7192.5	576686	-1	07-NOV-18 03.57.45.898 PM
"NQ"	7194.75	7195	7194.75	577006	-1	07-NOV-18 03.58.15.894 PM
"NQ"	7196	7196.5	7196.25	577232	0	07-NOV-18 03.58.45.884 PM
"NQ"	7191.5	7191.75	7191.75	578112	1	07-NOV-18 03.59.15.884 PM
"NQ"	7194	7194.25	7194	578431	-1	07-NOV-18 03.59.45.895 PM
"NQ"	7195	7195.5	7195.25	579398	0	07-NOV-18 04.00.15.891 PM
"NQ"	7194.75	7195.25	7195	579709	0	07-NOV-18 04.00.45.892 PM
"NQ"	7194.5	7194.75	7194.75	580043	1	07-NOV-18 04.01.15.889 PM
"NQ"	7196.5	7196.75	7196.75	580336	1	07-NOV-18 04.01.45.879 PM
"NQ"	7196.5	7197	7196.5	580706	-1	07-NOV-18 04.02.15.875 PM
"NQ"	7196.75	7197.25	7197.25	580855	1	07-NOV-18 04.02.22.895 PM
"NQ"	7197	7197.25	7197.25	581556	1	07-NOV-18 04.02.47.863 PM
"NQ"	7197	7197.25	7197.25	581656	1	07-NOV-18 04.02.48.965 PM
"NQ"	7197.25	7197.75	7197.5	582399	0	07-NOV-18 04.03.17.852 PM
"NQ"	7197.75	7198	7197.75	582846	-1	07-NOV-18 04.03.47.911 PM
"NQ"	7197.25	7197.75	7197.5	583242	0	07-NOV-18 04.04.17.887 PM
"NQ"	7197	7197.5	7197.75	583549	1	07-NOV-18 04.04.39.849 PM
"NQ"	7198.5	7198.75	7198.75	583638	1	07-NOV-18 04.04.40.853 PM
"NQ"	7198.5	7198.75	7198.75	583912	1	07-NOV-18 04.04.51.888 PM
"NQ"	7198.5	7198.75	7198.75	584121	1	07-NOV-18 04.04.52.888 PM
"NQ"	7198.75	7199	7199.25	584395	1	07-NOV-18 04.05.01.910 PM
"NQ"	7198.75	7199	7199.25	586751	1	07-NOV-18 04.05.02.855 PM
"NQ"	7203	7203.25	7203.25	588045	1	07-NOV-18 04.05.30.928 PM
"NQ"	7203	7203.25	7203.25	588242	1	07-NOV-18 04.05.32.931 PM
"NQ"	7202.5	7203	7202.75	588449	0	07-NOV-18 04.05.43.860 PM
"NQ"	7202.5	7203	7202.75	588491	0	07-NOV-18 04.05.44.863 PM
"NQ"	7203.75	7204	7204	589126	1	07-NOV-18 04.05.53.886 PM
"NQ"	7204	7204.5	7204.25	589164	0	07-NOV-18 04.05.56.893 PM
"NQ"	7204	7204.5	7204.25	589256	0	07-NOV-18 04.05.58.898 PM
"NQ"	7204.25	7204.5	7204.25	589613	-1	07-NOV-18 04.06.08.897 PM
"NQ"	7204.25	7204.5	7204.25	589682	-1	07-NOV-18 04.06.09.854 PM
"NQ"	7205	7205.25	7205.25	589801	1	07-NOV-18 04.06.13.865 PM
"NQ"	7205	7205.25	7205.25	590158	1	07-NOV-18 04.06.14.868 PM
"NQ"	7204.5	7204.75	7204.5	590517	-1	07-NOV-18 04.06.23.889 PM
"NQ"	7204.5	7204.75	7204.5	590666	-1	07-NOV-18 04.06.24.892 PM
"NQ"	7207.25	7207.5	7207.5	590847	1	07-NOV-18 04.06.35.920 PM
"NQ"	7207.25	7207.5	7207.5	591070	1	07-NOV-18 04.06.36.922 PM
"NQ"	7209	7209.25	7209	591443	-1	07-NOV-18 04.06.45.845 PM
"NQ"	7209.25	7209.5	7209.5	591788	1	07-NOV-18 04.06.50.959 PM
"NQ"	7209.25	7209.5	7209.5	592109	1	07-NOV-18 04.06.53.866 PM
"NQ"	7209	7209.25	7209	592837	-1	07-NOV-18 04.07.22.839 PM
"NQ"	7210	7210.25	7210.25	593900	1	07-NOV-18 04.07.52.912 PM
"NQ"	7209.75	7210	7210	594437	1	07-NOV-18 04.08.22.885 PM
"NQ"	7209.25	7209.5	7209	595635	-1	07-NOV-18 04.08.52.860 PM
"NQ"	7211.5	7212	7211.75	596629	0	07-NOV-18 04.09.15.915 PM
"NQ"	7211.5	7212	7211.75	596799	0	07-NOV-18 04.09.18.949 PM
"NQ"	7212	7212.25	7212.25	597196	1	07-NOV-18 04.09.23.836 PM
"NQ"	7212.25	7212.5	7212.5	597285	1	07-NOV-18 04.09.25.841 PM
"NQ"	7212.25	7212.5	7212.5	597629	1	07-NOV-18 04.09.29.849 PM
"NQ"	7213	7213.25	7213.25	597968	1	07-NOV-18 04.09.30.912 PM
"NQ"	7210.75	7211	7210.75	601869	-1	07-NOV-18 04.10.00.982 PM
"NQ"	7213.75	7214	7214	604593	1	07-NOV-18 04.10.17.824 PM
"NQ"	7213.75	7214	7214	604733	1	07-NOV-18 04.10.18.827 PM
"NQ"	7214.75	7215	7215	605456	1	07-NOV-18 04.10.29.856 PM
"NQ"	7212.25	7212.5	7212.5	606308	1	07-NOV-18 04.11.00.922 PM
"NQ"	7210.5	7210.75	7210.75	608139	1	07-NOV-18 04.11.30.895 PM
"NQ"	7209.25	7209.5	7209.25	609073	-1	07-NOV-18 04.12.00.866 PM
"NQ"	7212	7212.25	7212	609873	-1	07-NOV-18 04.12.30.956 PM
"NQ"	7213.75	7214	7214	610113	1	07-NOV-18 04.13.00.836 PM
"NQ"	7215	7215.25	7215	610511	-1	07-NOV-18 04.13.30.907 PM
"NQ"	7215.5	7215.75	7215.5	610607	-1	07-NOV-18 04.13.43.844 PM
"NQ"	7215.5	7215.75	7215.75	610740	1	07-NOV-18 04.13.56.878 PM
"NQ"	7217.5	7218	7217.75	610831	0	07-NOV-18 04.14.00.890 PM
"NQ"	7217.75	7218.25	7218.25	611008	1	07-NOV-18 04.14.15.829 PM
"NQ"	7217	7217.25	7217.25	611149	1	07-NOV-18 04.14.24.855 PM
"NQ"	7219.5	7219.75	7219.5	611383	-1	07-NOV-18 04.14.25.858 PM
"NQ"	7219.25	7219.5	7219.25	611733	-1	07-NOV-18 04.14.54.837 PM
"NQ"	7216.5	7216.75	7216.75	612320	1	07-NOV-18 04.15.24.880 PM
"NQ"	7217.5	7217.75	7217.75	612685	1	07-NOV-18 04.15.54.918 PM
"NQ"	7217	7217.25	7217.25	612942	1	07-NOV-18 04.16.24.870 PM
"NQ"	7219.5	7219.75	7219.5	613212	-1	07-NOV-18 04.16.52.917 PM
"NQ"	7220	7220.5	7220	613242	-1	07-NOV-18 04.16.57.925 PM
"NQ"	7218.75	7219	7219	613360	1	07-NOV-18 04.17.28.875 PM
"NQ"	7219.25	7219.75	7219.5	613439	0	07-NOV-18 04.17.58.827 PM
"NQ"	7219.75	7220	7219.5	613557	-1	07-NOV-18 04.18.28.868 PM
"NQ"	7220	7220.25	7220	613647	-1	07-NOV-18 04.18.46.896 PM
"NQ"	7220	7220.25	7220	613671	-1	07-NOV-18 04.18.47.898 PM
"NQ"	7218.25	7218.5	7218.5	613912	1	07-NOV-18 04.19.18.850 PM
"NQ"	7217.5	7217.75	7217.5	614125	-1	07-NOV-18 04.19.48.980 PM
"NQ"	7217.5	7217.75	7217.5	614311	-1	07-NOV-18 04.20.18.915 PM
"NQ"	7217.5	7217.75	7218	614355	1	07-NOV-18 04.20.48.964 PM
"NQ"	7216.25	7216.5	7216.25	614487	-1	07-NOV-18 04.21.18.917 PM
"NQ"	7216.25	7216.5	7216.5	614623	1	07-NOV-18 04.21.48.965 PM
"NQ"	7219.25	7219.75	7219.75	614771	1	07-NOV-18 04.22.18.914 PM
"NQ"	7219.75	7220.25	7220	614850	0	07-NOV-18 04.22.34.936 PM
"NQ"	7223.25	7223.75	7223.75	615174	1	07-NOV-18 04.22.35.938 PM
"NQ"	7221	7221.25	7221.25	615306	1	07-NOV-18 04.23.04.886 PM
"NQ"	7223.25	7223.5	7223.5	615577	1	07-NOV-18 04.23.34.933 PM
"NQ"	7221.5	7221.75	7221.75	615817	1	07-NOV-18 04.24.04.882 PM
"NQ"	7221.75	7222	7221.75	616346	-1	07-NOV-18 04.24.34.927 PM
"NQ"	7218.25	7218.75	7218.5	616817	0	07-NOV-18 04.25.04.875 PM
"NQ"	7219	7219	7218.5	616860	-1	07-NOV-18 04.40.01.955 PM
"NQ"	7217	7217.5	7217.25	616924	0	07-NOV-18 04.40.31.893 PM
"NQ"	7217.5	7217.75	7217.5	616981	-1	07-NOV-18 04.41.01.844 PM
"NQ"	7216.75	7217.25	7217.25	617019	1	07-NOV-18 04.41.31.902 PM
"NQ"	7217.25	7217.75	7217.5	617051	0	07-NOV-18 04.42.01.852 PM
"NQ"	7217.5	7218	7217.5	617103	-1	07-NOV-18 04.42.31.907 PM
"NQ"	7217.5	7218	7218	617124	1	07-NOV-18 04.43.01.858 PM
"NQ"	7218	7218.5	7218.25	617158	0	07-NOV-18 04.43.31.912 PM
"NQ"	7218.25	7218.75	7218.5	617193	0	07-NOV-18 04.44.01.867 PM
"NQ"	7217.5	7218	7218	617217	1	07-NOV-18 04.44.31.924 PM
"NQ"	7218.5	7219	7218.75	617248	0	07-NOV-18 04.45.01.883 PM
"NQ"	7218.75	7219.25	7219.25	617275	1	07-NOV-18 04.45.31.943 PM
"NQ"	7218.25	7218.75	7218.25	617295	-1	07-NOV-18 04.46.01.902 PM
"NQ"	7219.25	7219.5	7219	617324	-1	07-NOV-18 04.46.31.862 PM
"NQ"	7219	7219.25	7219	617332	-1	07-NOV-18 04.47.01.922 PM
"NQ"	7218.75	7219	7219	617346	1	07-NOV-18 04.47.31.875 PM
"NQ"	7218.75	7219.25	7219	617400	0	07-NOV-18 04.48.01.928 PM
"NQ"	7218.25	7218.75	7218.5	617416	0	07-NOV-18 04.48.31.898 PM
"NQ"	7218.5	7219	7218.5	617432	-1	07-NOV-18 04.49.01.944 PM
"NQ"	7220	7220.25	7220.25	617574	1	07-NOV-18 04.49.31.884 PM
"NQ"	7219.25	7219.75	7220	617642	1	07-NOV-18 04.50.01.943 PM
"NQ"	7220	7220.25	7220	617676	-1	07-NOV-18 04.50.31.901 PM
"NQ"	7220.75	7221.25	7221	617692	0	07-NOV-18 04.51.01.853 PM
"NQ"	7218.75	7219	7219	617775	1	07-NOV-18 04.51.31.906 PM
"NQ"	7218.75	7219	7219	617810	1	07-NOV-18 04.52.01.857 PM
"NQ"	7218.25	7218.75	7218.5	617817	0	07-NOV-18 04.52.31.909 PM
"NQ"	7218.25	7218.5	7218.5	617837	1	07-NOV-18 04.53.01.894 PM
"NQ"	7218.5	7218.75	7218.5	617847	-1	07-NOV-18 04.53.31.924 PM
"NQ"	7218.25	7218.75	7218.5	617862	0	07-NOV-18 04.54.01.879 PM
"NQ"	7218.25	7218.75	7218	617881	-1	07-NOV-18 04.54.31.955 PM
"NQ"	7218.25	7218.5	7218.25	617899	-1	07-NOV-18 04.55.01.893 PM
"NQ"	7218.5	7219	7218.75	617958	0	07-NOV-18 04.55.31.947 PM
"NQ"	7218	7218.25	7218.25	618010	1	07-NOV-18 04.56.01.901 PM
"NQ"	7218.25	7218.75	7218.5	618057	0	07-NOV-18 04.56.31.952 PM
"NQ"	7218.5	7218.75	7218.75	618102	1	07-NOV-18 04.57.01.909 PM
"NQ"	7218.25	7218.5	7218.25	618143	-1	07-NOV-18 04.57.31.965 PM
"NQ"	7218.25	7218.5	7218.75	618174	1	07-NOV-18 04.58.01.918 PM
"NQ"	7218.25	7218.5	7218.25	618176	-1	07-NOV-18 04.58.31.873 PM
"NQ"	7218	7218.25	7218	618217	-1	07-NOV-18 04.59.01.933 PM
"NQ"	7218.5	7219	7218.75	618254	0	07-NOV-18 04.59.31.894 PM
"NQ"	7218.75	7219	7219	618294	1	07-NOV-18 05.00.01.953 PM
"NQ"	7218.5	7218.75	7218.75	618345	1	07-NOV-18 05.00.31.908 PM
"NQ"	7218.75	7219	7218.75	618362	-1	07-NOV-18 05.01.01.954 PM
"NQ"	7218.25	7218.5	7218.5	618405	1	07-NOV-18 05.01.31.902 PM
"NQ"	7218	7218.5	7218.25	618408	0	07-NOV-18 05.02.01.949 PM
"NQ"	7218.75	7219	7219	618429	1	07-NOV-18 05.02.31.898 PM
"NQ"	7218.75	7219.25	7219	618441	0	07-NOV-18 05.03.01.945 PM
"NQ"	7218.5	7218.75	7218.25	618466	-1	07-NOV-18 05.03.31.893 PM
"NQ"	7218.75	7219	7219.25	618506	1	07-NOV-18 05.04.01.945 PM
"NQ"	7218.5	7218.75	7219	618523	1	07-NOV-18 05.04.31.896 PM
"NQ"	7219	7219.5	7219.25	618537	0	07-NOV-18 05.05.01.947 PM
"NQ"	7218.75	7219	7218.5	618566	-1	07-NOV-18 05.05.31.899 PM
"NQ"	7219	7219.5	7219.25	618586	0	07-NOV-18 05.06.01.950 PM
"NQ"	7219.25	7219.5	7219.5	618607	1	07-NOV-18 05.06.31.900 PM
"NQ"	7219.25	7219.75	7219.5	618634	0	07-NOV-18 05.07.01.947 PM
"NQ"	7219.25	7219.75	7219.75	618762	1	07-NOV-18 05.07.31.897 PM
"NQ"	7219	7219.5	7219.5	618790	1	07-NOV-18 05.08.01.948 PM
"NQ"	7219.5	7219.75	7219.5	618810	-1	07-NOV-18 05.08.31.896 PM
"NQ"	7219.5	7219.75	7219.75	618830	1	07-NOV-18 05.09.01.944 PM
"NQ"	7219.5	7220	7219.5	618895	-1	07-NOV-18 05.09.31.892 PM
"NQ"	7210.5	7210.5	7219.5	81	1	07-NOV-18 06.10.02.063 PM
"NQ"	7210.5	7210.5	7219.5	99	1	07-NOV-18 06.10.02.996 PM
"NQ"	7215	7215.75	7215.25	186	-1	07-NOV-18 06.10.32.947 PM
"NQ"	7212.5	7213.25	7212.75	247	-1	07-NOV-18 06.10.55.989 PM
"NQ"	7212.5	7212.75	7212.75	318	1	07-NOV-18 06.11.26.946 PM
"NQ"	7212	7212.5	7212	330	-1	07-NOV-18 06.11.35.974 PM
"NQ"	7212	7212.5	7212	333	-1	07-NOV-18 06.11.37.966 PM
"NQ"	7211.25	7211.75	7211.25	357	-1	07-NOV-18 06.11.56.001 PM
"NQ"	7211.5	7212	7211	373	-1	07-NOV-18 06.12.03.917 PM
"NQ"	7212	7212.75	7212.5	407	1	07-NOV-18 06.12.34.973 PM
"NQ"	7213	7213.5	7213.25	433	0	07-NOV-18 06.13.04.923 PM
"NQ"	7213.75	7214	7213.75	443	-1	07-NOV-18 06.13.34.974 PM
"NQ"	7213.5	7214	7213.5	463	-1	07-NOV-18 06.14.04.931 PM
"NQ"	7214	7214.75	7214.25	481	-1	07-NOV-18 06.14.34.984 PM
"NQ"	7213.75	7214.25	7214	490	0	07-NOV-18 06.15.04.937 PM
"NQ"	7213.5	7214	7213.75	495	0	07-NOV-18 06.15.34.990 PM
"NQ"	7213.5	7214	7213.75	508	0	07-NOV-18 06.16.04.945 PM
"NQ"	7213.25	7213.75	7213.25	514	-1	07-NOV-18 06.16.35.014 PM
"NQ"	7213	7213.5	7213.5	524	1	07-NOV-18 06.17.04.944 PM
"NQ"	7212.75	7213.25	7213.5	539	1	07-NOV-18 06.17.34.999 PM
"NQ"	7213	7213.5	7213	542	-1	07-NOV-18 06.18.05.956 PM
"NQ"	7216	7217	7216.25	585	-1	07-NOV-18 06.18.27.995 PM
"NQ"	7215.25	7216	7215.5	606	-1	07-NOV-18 06.18.57.947 PM
"NQ"	7215.5	7216	7215.5	620	-1	07-NOV-18 06.19.28.004 PM
"NQ"	7215.25	7215.75	7215.75	621	1	07-NOV-18 06.19.57.963 PM
"NQ"	7214.25	7215	7214.5	641	-1	07-NOV-18 06.20.28.015 PM
"NQ"	7214	7214.75	7214.5	667	1	07-NOV-18 06.20.57.966 PM
"NQ"	7213.75	7214.5	7214.5	693	1	07-NOV-18 06.21.28.016 PM
"NQ"	7214.5	7215.5	7215.25	706	1	07-NOV-18 06.21.57.966 PM
"NQ"	7215	7215.5	7215.25	721	0	07-NOV-18 06.22.28.015 PM
"NQ"	7215	7215.5	7215.5	746	1	07-NOV-18 06.22.57.970 PM
"NQ"	7215.25	7215.5	7215.5	753	1	07-NOV-18 06.23.28.023 PM
"NQ"	7215.5	7216	7216	773	1	07-NOV-18 06.23.57.973 PM
"NQ"	7216.5	7216.75	7216.75	806	1	07-NOV-18 06.24.08.993 PM
"NQ"	7216.5	7216.75	7216.75	816	1	07-NOV-18 06.24.09.996 PM
"NQ"	7217.25	7217.75	7217.25	835	-1	07-NOV-18 06.24.39.950 PM
"NQ"	7217.25	7217.75	7217.25	836	-1	07-NOV-18 06.24.41.954 PM
"NQ"	7216.25	7216.5	7216.25	889	-1	07-NOV-18 06.25.11.910 PM
"NQ"	7217.25	7217.75	7217.5	933	0	07-NOV-18 06.25.41.962 PM
"NQ"	7217.25	7217.75	7217.5	980	0	07-NOV-18 06.26.11.912 PM
"NQ"	7216.75	7217.5	7217	996	-1	07-NOV-18 06.26.41.961 PM
"NQ"	7217.5	7218	7217.5	1005	-1	07-NOV-18 06.27.11.912 PM
"NQ"	7217.5	7218	7218	1006	1	07-NOV-18 06.27.14.919 PM
"NQ"	7218	7218.5	7218.25	1016	0	07-NOV-18 06.27.33.953 PM
"NQ"	7218.5	7219	7218.75	1034	0	07-NOV-18 06.28.03.011 PM
"NQ"	7219	7219.5	7219.5	1039	1	07-NOV-18 06.28.10.924 PM
"NQ"	7219	7219.5	7219.5	1048	1	07-NOV-18 06.28.13.930 PM
"NQ"	7219.5	7220	7219.75	1055	0	07-NOV-18 06.28.16.937 PM
"NQ"	7218.5	7218.75	7218.5	1076	-1	07-NOV-18 06.28.47.989 PM
"NQ"	7219.5	7220	7219.5	1112	-1	07-NOV-18 06.29.17.940 PM
"NQ"	7220	7220.25	7220	1143	-1	07-NOV-18 06.29.21.947 PM
"NQ"	7220	7220.5	7220.25	1150	0	07-NOV-18 06.29.27.958 PM
"NQ"	7220	7220.5	7220.25	1157	0	07-NOV-18 06.29.28.959 PM
"NQ"	7220.5	7221	7220.75	1193	0	07-NOV-18 06.30.00.013 PM
"NQ"	7219.25	7219.75	7219.5	1230	0	07-NOV-18 06.30.29.964 PM
"NQ"	7219.5	7220	7220	1241	1	07-NOV-18 06.31.00.018 PM
"NQ"	7219.75	7220.25	7219.75	1254	-1	07-NOV-18 06.31.29.969 PM
"NQ"	7219.5	7220	7220.25	1265	1	07-NOV-18 06.31.59.920 PM
"NQ"	7219.5	7220	7219.25	1283	-1	07-NOV-18 06.32.29.975 PM
"NQ"	7218.75	7219	7218.75	1296	-1	07-NOV-18 06.32.59.928 PM
"NQ"	7219.5	7219.75	7219.75	1305	1	07-NOV-18 06.33.29.980 PM
"NQ"	7219.25	7219.75	7219	1310	-1	07-NOV-18 06.33.59.932 PM
"NQ"	7217.75	7218.25	7217.75	1345	-1	07-NOV-18 06.34.29.982 PM
"NQ"	7215.75	7216.5	7215.75	1369	-1	07-NOV-18 06.34.59.931 PM
"NQ"	7216	7216.5	7216.25	1387	0	07-NOV-18 06.35.29.985 PM
"NQ"	7216.25	7216.75	7216	1404	-1	07-NOV-18 06.35.59.939 PM
"NQ"	7216.75	7217.5	7217.25	1414	1	07-NOV-18 06.36.29.997 PM
"NQ"	7216.75	7217.75	7217.5	1417	1	07-NOV-18 06.36.59.952 PM
"NQ"	7217	7217.5	7217.25	1420	0	07-NOV-18 06.37.30.004 PM
"NQ"	7217.5	7218	7218.25	1435	1	07-NOV-18 06.37.59.961 PM
"NQ"	7217.75	7218	7217.75	1445	-1	07-NOV-18 06.38.30.018 PM
"NQ"	7216	7216.75	7216.25	1481	-1	07-NOV-18 06.38.59.971 PM
"NQ"	7216.75	7217.25	7217	1492	0	07-NOV-18 06.39.30.028 PM
"NQ"	7216	7216.75	7216.25	1505	-1	07-NOV-18 06.40.00.023 PM
"NQ"	7215	7215.5	7215.25	1568	0	07-NOV-18 06.40.30.040 PM
"NQ"	7213	7213.5	7214.25	1636	1	07-NOV-18 06.40.59.997 PM
"NQ"	7212.25	7213	7212.75	1679	1	07-NOV-18 06.41.30.054 PM
"NQ"	7212.75	7213	7212.75	1704	-1	07-NOV-18 06.42.00.002 PM
"NQ"	7213	7213.5	7213	1734	-1	07-NOV-18 06.42.30.052 PM
"NQ"	7212	7212.25	7212.25	1768	1	07-NOV-18 06.43.00.007 PM
"NQ"	7211.25	7212	7211.75	1829	1	07-NOV-18 06.43.29.963 PM
"NQ"	7210.75	7211.75	7210.75	1845	-1	07-NOV-18 06.43.40.983 PM
"NQ"	7211.75	7212.25	7212	1858	0	07-NOV-18 06.44.11.939 PM
"NQ"	7211.5	7212.5	7211.75	1865	-1	07-NOV-18 06.44.41.992 PM
"NQ"	7210.75	7211.25	7211	1888	0	07-NOV-18 06.45.03.933 PM
"NQ"	7210.5	7211	7210.5	1904	-1	07-NOV-18 06.45.07.941 PM
"NQ"	7209.75	7210	7210	1921	1	07-NOV-18 06.45.13.953 PM
"NQ"	7210.5	7211	7210.5	1940	-1	07-NOV-18 06.45.44.009 PM
"NQ"	7209.5	7210	7209.25	2005	-1	07-NOV-18 06.46.04.948 PM
"NQ"	7210.25	7210.5	7210.5	2038	1	07-NOV-18 06.46.36.001 PM
"NQ"	7210	7210.5	7210.5	2062	1	07-NOV-18 06.47.05.950 PM
"NQ"	7210	7210.5	7210.25	2088	0	07-NOV-18 06.47.36.000 PM
"NQ"	7211.25	7212	7211.5	2124	-1	07-NOV-18 06.48.05.952 PM
"NQ"	7210.5	7211	7210.5	2138	-1	07-NOV-18 06.48.36.002 PM
"NQ"	7210.75	7211.25	7211.25	2178	1	07-NOV-18 06.49.05.952 PM
"NQ"	7211	7211.5	7211.25	2204	0	07-NOV-18 06.49.36.003 PM
